taxonomic lineage,TR2-64-1 (30331),WC-10-1 (22682),TR1-62-2 (47709),TR2-44-2 (44496),WC-30-2 (48512),TR1-52-2 (51427),TR1-42-2 (37339),TR2-24-2 (37425),WC-50-2 (50936),WC-40-2 (41928),WC-35-2 (44988),TR1-32-2 (68201),WC-20-2 (36081),TR2-34-2 (61197),Mel1-3 (48173),Mel1M-2 (46167),Mel2S-3 (41184),Mel3S-1 (59205),Ritt1-3 (33353),Ritt3-3 (32867),Ritt3M-3 (42448)
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;family.Acidobacteriaceae_(Subgroup_1);genus.Acidipila-Silvibacterium;NA,0,0,0,0,80,0,10,0,60,678,70,0,22,0,210,109,11,0,0,0,51
super kingdom.Bacteria;phylum.Cyanobacteria;class.Cyanobacteriia;order.Cyanobacteriales;family.Nostocaceae;genus.Fischerella_PCC-9339;NA,0,0,861,0,0,338,20,0,0,0,0,7,0,0,0,0,0,0,0,68,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,164,0,0,0,289,90,66,0,0,0,136,141,134,203,0,16,27
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;NA;NA;NA,0,0,0,0,370,0,0,0,0,8,401,0,103,0,0,0,0,331,0,0,13
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,405,0,0,0,341,89,382,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Gemmatimonadota;class.Gemmatimonadetes;order.Gemmatimonadales;family.Gemmatimonadaceae;NA;NA,0,0,5,34,0,0,165,886,0,0,0,0,0,123,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Hyphomicrobiaceae;genus.Pedomicrobium;NA,0,0,0,0,0,0,0,0,32,40,0,0,171,0,14,228,233,382,7,50,30
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,845,0,0,0,109,0,33,0,161,0,0,0,0,0,0,0,7
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;NA;NA,0,0,544,79,0,15,248,5,0,0,0,180,0,83,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,0,23,221,0,0,189,536,0,0,0,22,0,163,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae;NA;NA;NA;NA,0,0,0,162,0,239,100,0,0,0,0,420,0,225,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Deinococcales;family.Deinococcaceae;genus.Deinococcus;NA,0,0,0,26,74,0,28,0,0,571,397,0,14,0,0,0,0,34,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Xanthomonadales;family.Rhodanobacteraceae;genus.Rhodanobacter;NA,0,0,0,0,404,0,0,0,11,131,463,0,35,0,0,24,0,46,0,9,11
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Subgroup_2;NA;NA;NA,0,0,0,0,718,0,0,0,49,44,110,0,165,0,0,4,0,0,0,0,42
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;genus.Flaviaesturariibacter;NA,0,0,621,0,0,288,41,0,0,0,0,0,0,24,0,0,0,0,0,4,147
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.WD260;NA;NA;NA,0,0,0,0,85,0,0,0,0,24,596,0,0,0,0,37,0,355,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Isosphaerales;family.Isosphaeraceae;NA;NA,0,0,30,125,43,28,259,11,71,89,21,13,0,58,66,183,76,0,8,11,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Meiothermus;NA,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,100,0,0,0,255,152,288,0,9,0,16,8,30,215,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae;genus.Chthonomonas;NA,0,0,271,0,0,439,173,0,0,0,0,187,0,0,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrocosmicus;NA,0,0,0,0,0,460,0,0,0,0,0,0,0,596,0,0,0,0,0,4,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.JG30-KF-AS9;NA;NA,0,0,32,215,0,0,92,158,0,0,0,87,0,459,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.JG30-KF-AS9;NA;NA,0,0,28,0,0,683,109,0,0,0,0,0,0,194,0,0,0,0,0,0,9
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,223,0,0,0,12,54,92,0,620,0,0,0,0,0,0,0,12
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.JG30-KF-AS9;NA;NA,0,0,0,0,0,0,0,0,715,0,18,0,0,0,0,210,4,0,0,12,52
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,33,0,511,117,0,11,0,0,228,0,57,51,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Caulobacterales;family.Caulobacteraceae;NA;NA,0,0,0,6,0,0,187,9,116,149,77,4,0,0,284,150,0,0,0,0,16
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Beijerinckiaceae;genus.Methylocapsa;NA,0,0,0,0,124,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.FFCH5909;NA;NA;NA;NA,0,0,0,0,34,0,0,0,268,55,55,0,88,0,67,113,134,169,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Subgroup_2;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,790,0,0,0
super kingdom.Bacteria;phylum.Cyanobacteria;class.Vampirivibrionia;order.Obscuribacterales;family.Obscuribacteraceae;NA;NA,0,0,0,0,10,0,0,0,81,64,22,0,12,0,32,270,151,174,0,76,76
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;NA;NA,0,0,0,0,161,0,0,0,0,0,0,0,16,0,0,92,319,244,0,44,86
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Meiothermus;NA,0,0,0,81,0,250,0,11,0,0,0,203,0,410,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrososphaera;NA,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;genus.Terrimonas;NA,0,0,371,0,0,546,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Xanthomonadales;family.Rhodanobacteraceae;genus.Mizugakiibacter;NA,0,0,0,407,0,0,159,85,0,0,0,185,0,101,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Solirubrobacterales;family.Solirubrobacteraceae;NA;NA,0,0,0,0,295,0,0,0,10,60,359,0,77,0,0,0,0,113,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;NA;NA;NA;NA;NA,0,0,0,6,31,0,19,0,62,66,117,8,0,0,139,208,92,144,0,10,10
super kingdom.Bacteria;phylum.Planctomycetota;class.Pla4_lineage;NA;NA;NA;NA,0,0,0,0,354,0,0,0,90,60,34,0,23,0,0,37,51,259,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Solirubrobacterales;family.Solirubrobacteraceae;NA;NA,0,0,0,0,365,0,0,0,85,104,148,0,5,0,29,53,33,67,0,0,14
super kingdom.Bacteria;phylum.Acidobacteriota;class.Blastocatellia;order.Pyrinomonadales;family.Pyrinomonadaceae;genus.RB41;NA,0,0,114,0,0,145,6,0,10,85,0,0,0,0,142,113,13,0,0,32,237
super kingdom.Bacteria;phylum.Nitrospirota;class.Nitrospiria;order.Nitrospirales;family.Nitrospiraceae;genus.Nitrospira;NA,718,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Xanthomonadales;family.Rhodanobacteraceae;genus.Dokdonella;NA,0,0,0,11,0,0,138,569,0,0,0,0,0,178,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Gammaproteobacteria_Incertae_Sedis;family.Unknown_Family;genus.Acidibacter;NA,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Holophagae;order.Subgroup_7;NA;NA;NA,0,0,0,0,537,0,0,0,118,0,57,0,173,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;NA;NA,0,0,0,0,74,0,0,0,114,84,98,0,0,0,32,75,101,145,0,65,79
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Deinococcales;family.Deinococcaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,618,0,115,105
super kingdom.Bacteria;phylum.Nitrospirota;class.Nitrospiria;order.Nitrospirales;family.Nitrospiraceae;genus.Nitrospira;NA,0,0,177,67,0,259,25,0,102,0,0,155,0,56,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.KD4-96;NA;NA;NA;NA,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Reyranellales;family.Reyranellaceae;genus.Reyranella;NA,0,0,16,0,0,41,0,0,208,25,0,0,0,0,0,56,0,0,0,0,488
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Rhizobiales_Incertae_Sedis;genus.Alsobacter;species.metallidurans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,62,63,136,11,125,321
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;family.Koribacteraceae;genus.Candidatus_Koribacter;NA,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.SCGC_AB-179-E04;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,110,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Blastocatellia;order.Blastocatellales;family.Blastocatellaceae;NA;NA,0,0,0,0,181,0,0,0,236,73,234,0,76,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;genus.Pseudolabrys;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,136,615
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrocosmicus;NA,0,0,0,0,0,0,0,579,0,0,0,0,0,208,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Sphingomonadales;family.Sphingomonadaceae;genus.Sphingomonas;NA,0,0,0,132,27,0,19,277,0,0,0,0,0,82,0,5,7,12,0,63,162
super kingdom.Bacteria;phylum.Fervidibacteria;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae;order.SBR1031;NA;NA;NA,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Fimbriimonadia;order.Fimbriimonadales;family.Fimbriimonadaceae;NA;NA,0,0,0,0,0,0,0,0,17,0,7,0,0,0,2,51,362,321,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;NA;NA,0,0,175,0,0,537,31,0,0,0,0,0,0,15,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,249,0,0,0,86,87,50,0,178,0,4,8,48,48,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Blastocatellia;order.Pyrinomonadales;family.Pyrinomonadaceae;genus.RB41;NA,0,0,0,0,187,0,0,0,0,56,499,0,0,0,0,0,0,0,0,0,8
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Rhodomicrobiaceae;genus.Rhodomicrobium;species.vannielii,0,0,0,0,78,0,0,0,70,25,19,0,0,0,39,70,81,56,0,0,309
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Beijerinckiaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,125,18,0,0,70,416
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;genus.1921-2;NA,0,0,0,0,0,0,0,0,187,0,0,0,0,0,174,360,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;genus.FCPS473;NA,0,0,0,0,0,0,0,0,117,0,0,0,0,0,27,389,94,74,0,0,17
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Elev-1554;NA;NA;NA,0,0,0,0,0,0,25,479,0,0,0,0,0,212,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;class.Sulfobacillia;order.Sulfobacillales;family.Sulfobacillaceae;NA;NA,0,0,90,129,0,33,93,0,0,0,6,228,0,116,0,0,0,0,10,0,5
super kingdom.Bacteria;phylum.Firmicutes;class.Sulfobacillia;order.Sulfobacillales;family.Sulfobacillaceae;NA;NA,0,0,103,65,0,32,39,0,0,0,0,352,0,115,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Bryobacterales;family.Bryobacteraceae;genus.Bryobacter;NA,403,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Meiothermus;NA,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Methylomirabilota;class.Methylomirabilia;order.Rokubacteriales;NA;NA;NA,0,0,0,0,0,0,0,0,36,219,306,0,125,0,4,10,2,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,0,0,559,0,0,0,0,0,0,0,78,0,0,0,0,60,0,0,0
super kingdom.Bacteria;phylum.Cyanobacteria;class.Cyanobacteriia;order.Cyanobacteriales;family.Nostocaceae;genus.Nostoc_PCC-73102;NA,0,0,0,0,11,0,0,0,420,57,91,0,0,0,0,9,0,100,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae;genus.Chthonomonas;NA,0,0,0,0,17,0,0,0,8,34,131,0,7,0,35,85,246,104,0,0,15
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,0,0,0,152,0,0,0,2,82,56,0,9,0,20,117,34,200,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;NA;NA;NA;NA;NA,0,0,0,0,64,0,0,0,0,0,117,0,0,0,0,26,147,316,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Sphingomonadales;family.Sphingomonadaceae;genus.Sphingomonas;species.ginsengisoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,606
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;family.Acidobacteriaceae_(Subgroup_1);genus.Acidipila-Silvibacterium;NA,0,0,0,13,0,0,0,462,0,0,0,20,0,161,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,30,0,0,0,186,0,12,0,15,0,42,64,56,235,0,0,11
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;genus.Fimbriiglobus;NA,0,0,5,0,38,4,0,0,6,0,26,0,7,0,14,120,231,189,0,0,5
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Isosphaerales;family.Isosphaeraceae;genus.Singulisphaera;NA,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,41,454,92,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.SCGC_AB-179-E04;NA;NA;NA,110,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;NA;NA;NA;NA;NA,0,0,0,0,12,0,0,0,0,308,83,0,197,0,0,0,27,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,0,0,0,247,0,20,0,70,115,29,0,0,0,30,89,0,0,18,0,8
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,109,0,0,0,0,0,5,0,179,0,4,152,0,177,0,0,0
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,0,17,342,0,0,71,94,0,0,0,4,0,97,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Caulobacterales;family.Caulobacteraceae;genus.Phenylobacterium;NA,0,0,0,0,114,0,0,0,0,105,312,0,24,0,0,0,0,61,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.KD4-96;NA;NA;NA;NA,0,0,302,0,0,136,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,0,3,133,0,0,62,142,23,0,0,92,0,127,7,4,0,0,0,0,9
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrososphaera;NA,0,0,395,103,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Elev-1554;NA;NA;NA,0,0,0,24,0,0,0,400,0,0,0,0,0,164,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.WD260;NA;NA;NA,0,0,0,0,89,0,0,0,0,0,0,0,52,0,0,0,220,160,0,0,61
super kingdom.Bacteria;phylum.Chloroflexi;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,533,34
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;genus.1921-2;NA,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,128,0,0,0,96
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Xanthomonadales;family.Rhodanobacteraceae;genus.Mizugakiibacter;NA,0,0,17,110,0,92,88,51,0,0,0,55,0,156,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,137,0,0,0,123,30,71,0,30,0,33,52,0,77,0,0,9
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,61,33,0,0,0,0,123,79,38,227,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae;genus.Chthonomonas;NA,58,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;NA;NA;NA;NA,0,0,46,0,0,162,58,0,20,0,0,116,0,95,26,0,0,0,20,15,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;genus.Terrimonas;NA,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Kryptonia;order.Kryptoniales;family.BSV26;NA;NA,0,0,0,0,0,322,0,0,0,0,0,153,0,79,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Cyanobacteria;class.Cyanobacteriia;order.Cyanobacteriales;family.Nostocaceae;NA;NA,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,260,0,0,0,0,16,19,0,221,0,0,5,0,16,0,16,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.SCGC_AB-179-E04;NA;NA;NA,0,0,80,0,0,97,86,0,0,0,0,289,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Beijerinckiaceae;genus.Methylobacterium-Methylorubrum;NA,0,0,0,0,55,0,5,0,27,262,194,0,6,0,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Caldiarchaeales;family.Terrestrial_Hot_Spring_Gp(THSCG);NA;NA,0,0,0,0,0,0,0,0,485,64,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;genus.Fimbriiglobus;NA,0,0,0,0,203,0,0,0,0,0,125,0,77,0,0,0,0,141,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae;order.SBR1031;NA;NA;NA,0,0,0,0,24,0,0,0,74,54,159,0,8,0,52,73,0,102,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Myxococcia;order.Myxococcales;family.Myxococcaceae;genus.P3OB-42;NA,0,0,0,4,22,0,432,4,0,9,32,0,0,0,0,2,40,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Xanthomonadales;family.Rhodanobacteraceae;genus.Rhodanobacter;NA,0,0,0,82,0,0,0,256,0,0,0,0,0,205,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Deinococcales;family.Deinococcaceae;genus.Deinococcus;NA,0,0,105,47,0,266,79,11,0,0,0,0,0,33,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;NA;NA,0,0,0,0,0,0,0,461,0,0,0,0,0,78,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Polyangiales;family.Polyangiaceae;genus.Pajaroellobacter;NA,0,0,0,7,18,17,0,0,100,0,55,0,12,6,37,83,49,52,0,0,101
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,105,44,0,8,0,29,0,4,0,181,0,164,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Xanthomonadales;family.Rhodanobacteraceae;genus.Mizugakiibacter;NA,0,0,0,347,0,0,0,52,0,0,0,93,0,41,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.GAL15;NA;NA;NA;NA;NA,46,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Beijerinckiaceae;genus.Methylocapsa;NA,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;family.Acidobacteriaceae_(Subgroup_1);NA;NA,0,0,0,69,0,0,0,263,0,0,0,0,0,194,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Xanthomonadales;family.Rhodanobacteraceae;genus.Rhodanobacter;NA,0,0,0,76,0,0,40,362,0,0,0,0,0,47,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Myxococcia;order.Myxococcales;family.Myxococcaceae;genus.P3OB-42;NA,0,0,0,0,59,0,0,0,4,48,91,0,23,0,0,133,27,125,0,0,0
super kingdom.Bacteria;phylum.GAL15;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,368,0,0,0,0,0,141,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Pla4_lineage;NA;NA;NA;NA,0,0,0,0,96,0,0,0,18,45,37,0,30,0,0,9,124,149,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;genus.Pseudolabrys;NA,0,0,155,9,0,135,107,10,0,0,0,0,0,86,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Beijerinckiaceae;genus.Methylocapsa;NA,0,0,0,0,150,0,0,0,0,0,0,0,197,0,0,50,58,24,0,0,18
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;family.Acidobacteriaceae_(Subgroup_1);NA;NA,0,0,0,41,0,0,20,346,0,0,0,0,0,88,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.JG30-KF-AS9;NA;NA,0,0,0,0,268,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0
